navigationalstatus,sog,cog,heading,shiptype,width,length,draught
Under way using engine,12.3,109.8,102.0,Cargo,32.0,200.0,7.4
Under way using engine,12.8,162.0,162.0,Tanker,42.0,247.0,8.3
Under way using engine,22.4,61.2,57.0,HSC,6.0,24.0,1.9
Under way using engine,12.2,318.3,313.0,Fishing,11.0,49.0,6.5
Under way using engine,10.7,131.4,132.0,Cargo,12.0,83.0,3.7
Under way sailing,12.5,334.0,332.0,Fishing,15.0,49.0,7.7
Under way using engine,12.4,106.6,107.0,Passenger,15.0,54.0,2.9
Under way using engine,10.8,354.3,356.0,Cargo,12.0,89.0,4.4
Under way using engine,10.6,131.6,132.0,Cargo,12.0,83.0,3.7
Under way using engine,19.6,49.0,49.0,Cargo,22.0,156.0,5.8
Under way using engine,12.6,144.5,145.0,Tanker,32.0,183.0,7.1
Unknown value,7.5,120.7,119.0,Pilot,4.0,14.0,2.0
Under way using engine,16.6,352.7,351.0,Cargo,22.0,141.0,7.1
Under way sailing,12.8,320.0,318.0,Fishing,15.0,49.0,7.7
Under way using engine,6.2,302.8,305.0,Passenger,28.0,155.0,6.0
Under way using engine,8.9,148.0,151.0,Tanker,13.0,87.0,5.7
Under way using engine,14.1,157.0,156.0,Cargo,27.0,170.0,5.5
Under way using engine,10.9,141.3,141.0,Tanker,42.0,246.0,8.0
Under way using engine,20.7,240.3,242.0,Pilot,5.0,15.0,1.5
Under way using engine,12.5,140.9,140.0,Tanker,17.0,100.0,6.1
Under way using engine,11.5,211.0,212.0,Cargo,32.0,190.0,12.3
Under way using engine,11.5,211.0,212.0,Cargo,32.0,190.0,12.3
Under way using engine,16.6,352.7,350.0,Cargo,22.0,141.0,7.1
Under way using engine,12.6,5.8,7.0,Tanker,27.0,184.0,10.8
Under way using engine,14.7,119.6,120.0,Cargo,23.0,134.0,8.3
Under way using engine,19.1,354.9,353.0,Passenger,26.0,186.0,5.8
Under way using engine,12.4,345.9,347.0,Cargo,14.0,90.0,5.4
Under way using engine,19.5,49.7,49.0,Cargo,22.0,156.0,5.8
Under way using engine,12.0,347.4,350.0,Cargo,16.0,116.0,6.3
Under way using engine,10.2,197.0,199.0,Tanker,9.0,50.0,3.0
Under way using engine,12.4,106.2,102.0,Cargo,32.0,200.0,7.4
Under way using engine,7.0,343.5,340.0,Cargo,13.0,88.0,5.4
Under way using engine,9.7,10.0,9.0,Cargo,13.0,88.0,3.6
Under way using engine,20.4,194.4,196.0,Law enforcement,8.0,20.0,2.0
Under way using engine,11.8,293.6,292.0,Pilot,5.0,15.0,1.5
Under way using engine,10.0,347.7,345.0,Cargo,13.0,85.0,5.6
Under way using engine,12.0,196.5,196.0,Cargo,16.0,86.0,5.9
Constrained by her draught,11.9,289.9,290.0,Tanker,50.0,274.0,13.8
Under way using engine,11.6,343.5,345.0,Cargo,19.0,131.0,5.5
Under way using engine,6.6,235.5,241.0,Law enforcement,8.0,20.0,1.4
Under way using engine,21.7,56.3,57.0,HSC,6.0,24.0,1.9
Under way using engine,12.0,197.8,195.0,Cargo,16.0,86.0,5.9
Under way using engine,9.4,261.7,263.0,Tug,13.0,33.0,5.4
Under way using engine,11.8,317.4,316.0,Fishing,11.0,49.0,6.5
Under way using engine,12.5,161.6,160.0,Cargo,32.0,190.0,7.3
Under way using engine,8.1,164.0,160.0,Tanker,32.0,183.0,6.5
Under way using engine,8.4,166.7,170.0,Cargo,15.0,114.0,6.4
Constrained by her draught,12.4,325.9,324.0,Cargo,32.0,225.0,14.6
Under way using engine,6.0,39.5,40.0,Cargo,12.0,82.0,3.2
Under way using engine,12.0,51.6,49.0,Cargo,32.0,189.0,11.3
Under way using engine,13.8,213.7,213.0,Cargo,20.0,139.0,5.6
Under way using engine,8.3,293.6,301.0,Law enforcement,6.0,26.0,1.5
Under way using engine,19.7,52.9,52.0,Cargo,22.0,156.0,5.8
Under way using engine,12.0,58.0,58.0,Cargo,32.0,189.0,11.3
Under way using engine,14.9,344.0,343.0,Cargo,23.0,147.0,7.7
Under way using engine,13.7,214.2,213.0,Cargo,20.0,139.0,5.6
Under way using engine,13.2,192.1,190.0,Cargo,22.0,141.0,6.1
Moored,7.6,71.0,69.0,Tug,20.0,126.0,6.7
Under way using engine,13.2,210.7,210.0,Tanker,32.0,183.0,11.2
Under way using engine,9.8,33.3,32.0,Tug,9.0,28.0,3.2
Under way using engine,12.9,169.5,170.0,Tanker,17.0,100.0,6.1
Under way using engine,10.4,82.6,83.0,Cargo,32.0,225.0,7.7
Under way using engine,13.2,210.1,210.0,Tanker,32.0,183.0,11.2
Under way using engine,12.2,103.6,102.0,Passenger,15.0,54.0,2.9
Under way using engine,22.6,56.4,52.0,HSC,6.0,24.0,1.9
Constrained by her draught,12.5,325.6,324.0,Cargo,32.0,225.0,14.6
Under way using engine,9.9,181.5,183.0,Cargo,12.0,88.0,5.5
Under way using engine,10.3,208.0,210.0,Tanker,9.0,50.0,3.0
Constrained by her draught,12.5,325.8,324.0,Cargo,32.0,225.0,14.6
Under way using engine,11.5,192.5,193.0,Cargo,15.0,120.0,4.5
Under way using engine,13.0,157.0,159.0,Tanker,42.0,247.0,8.4
Engaged in fishing,2.8,170.6,171.0,Fishing,5.0,15.0,3.0
Under way using engine,21.7,65.8,63.0,HSC,6.0,24.0,1.9
Under way using engine,12.3,340.9,340.0,Cargo,16.0,103.0,4.8
Under way using engine,12.0,165.9,164.0,Cargo,32.0,189.0,6.2
Under way using engine,11.1,142.4,141.0,Tanker,42.0,246.0,8.0
Under way using engine,7.3,116.4,121.0,Cargo,12.0,82.0,3.2
Under way using engine,16.7,121.9,122.0,Cargo,23.0,134.0,8.3
Under way using engine,12.4,5.0,5.0,Tanker,32.0,194.0,9.6
Under way using engine,10.7,153.0,154.0,Cargo,15.0,92.0,5.0
Under way using engine,13.1,342.5,342.0,Cargo,32.0,229.0,14.2
Under way using engine,10.2,37.7,39.0,Cargo,14.0,98.0,4.0
Under way using engine,9.7,6.0,6.0,Cargo,13.0,88.0,3.6
Under way using engine,8.8,159.3,155.0,Cargo,32.0,180.0,8.7
Under way using engine,11.7,316.2,315.0,Cargo,16.0,103.0,4.8
Under way using engine,12.6,106.7,102.0,Cargo,32.0,200.0,7.4
Under way using engine,16.5,351.6,351.0,Cargo,22.0,141.0,7.1
Restricted maneuverability,6.6,348.0,350.0,Towing long/wide,8.0,24.0,2.8
Under way using engine,12.7,347.2,347.0,Cargo,14.0,90.0,5.4
Under way using engine,11.9,348.0,350.0,Cargo,16.0,116.0,6.3
Under way sailing,13.0,318.5,317.0,Fishing,15.0,49.0,7.7
Under way using engine,19.1,358.4,356.0,Passenger,26.0,186.0,5.8
Under way using engine,11.6,130.5,130.0,Cargo,16.0,100.0,3.6
Under way using engine,4.2,269.3,266.0,Tanker,19.0,120.0,7.0
Under way using engine,20.5,199.2,201.0,Law enforcement,8.0,20.0,2.0
Under way using engine,10.2,38.5,40.0,Cargo,14.0,98.0,4.0
Under way using engine,11.5,129.3,130.0,Cargo,16.0,100.0,3.6
Under way using engine,9.5,129.0,130.0,Cargo,12.0,82.0,3.2
Under way using engine,13.8,146.0,144.0,Cargo,27.0,170.0,5.5
Under way using engine,16.7,121.8,122.0,Cargo,23.0,134.0,8.3
Under way using engine,10.9,153.5,155.0,Cargo,15.0,92.0,5.0
Under way using engine,12.9,161.6,160.0,Cargo,32.0,190.0,7.3
Under way using engine,20.5,198.2,201.0,Law enforcement,8.0,20.0,2.0
Under way using engine,9.4,131.3,131.0,Cargo,12.0,83.0,3.7
Under way using engine,9.8,32.4,32.0,Tug,9.0,28.0,3.2
Under way using engine,8.2,197.7,200.0,Cargo,15.0,114.0,6.4
Under way using engine,11.4,277.9,278.0,Fishing,11.0,49.0,6.5
Under way using engine,23.2,60.8,62.0,HSC,6.0,24.0,1.9
Under way using engine,12.0,163.9,164.0,Cargo,32.0,189.0,6.3
Under way using engine,12.4,77.3,75.0,Cargo,32.0,189.0,11.3
Under way using engine,9.0,158.2,153.0,Cargo,32.0,180.0,8.7
Under way using engine,9.3,146.3,145.0,Cargo,16.0,99.0,7.2
Under way using engine,11.6,209.5,214.0,Tanker,32.0,183.0,7.1
Under way using engine,13.8,145.0,142.0,Cargo,27.0,170.0,5.5
Under way using engine,13.1,342.2,342.0,Cargo,32.0,229.0,14.2
Under way using engine,9.3,146.9,145.0,Cargo,16.0,99.0,7.2
Under way using engine,7.8,182.1,186.0,Tanker,13.0,55.0,3.8
Under way using engine,12.2,103.4,102.0,Passenger,15.0,54.0,2.9
Under way using engine,16.7,121.6,122.0,Cargo,23.0,134.0,8.3
Under way using engine,12.5,35.2,34.0,Tanker,27.0,184.0,10.8
Under way using engine,8.4,154.2,154.0,Tanker,32.0,183.0,6.5
Under way using engine,9.3,316.1,316.0,Tug,13.0,33.0,5.4
Under way using engine,10.1,1.6,5.0,Cargo,12.0,89.0,4.4
Under way using engine,14.9,343.0,342.0,Cargo,23.0,147.0,7.7
Under way using engine,12.7,36.2,37.0,Tanker,27.0,184.0,10.8
At anchor,7.9,286.3,285.0,Tanker,32.0,180.0,9.4
Under way sailing,12.7,317.6,315.0,Fishing,15.0,49.0,7.7
Under way using engine,11.1,57.9,59.0,Cargo,14.0,90.0,4.1
Under way using engine,6.6,303.2,305.0,Tanker,9.0,50.0,3.0
Under way using engine,12.0,347.6,348.0,Cargo,16.0,116.0,6.3
Under way using engine,13.1,158.0,161.0,Tanker,42.0,247.0,8.4
Under way using engine,10.8,127.8,125.0,Cargo,16.0,114.0,7.3
Under way using engine,11.5,209.0,210.0,Cargo,32.0,190.0,12.3
Under way using engine,14.9,344.0,342.0,Cargo,23.0,147.0,7.7
Under way using engine,5.1,79.9,86.0,Cargo,32.0,225.0,7.7
Under way using engine,12.1,178.5,171.0,Cargo,16.0,86.0,5.9
Under way using engine,12.3,159.5,158.0,Cargo,32.0,190.0,7.3
Under way using engine,11.5,210.0,211.0,Cargo,32.0,190.0,12.3
Under way using engine,14.1,160.4,160.0,Cargo,20.0,139.0,5.6
Under way using engine,7.6,305.2,304.0,Law enforcement,8.0,20.0,1.4
Under way using engine,15.6,314.6,314.0,Cargo,16.0,103.0,4.8
Under way using engine,10.7,170.9,168.0,Cargo,22.0,141.0,6.1
Under way using engine,18.9,341.0,340.0,Passenger,26.0,186.0,5.8
Under way using engine,13.0,179.7,181.0,Tanker,17.0,100.0,6.1
Under way using engine,17.7,327.1,326.0,Cargo,25.0,172.0,10.5
Under way using engine,12.5,146.0,144.0,Cargo,32.0,200.0,7.4
Moored,8.5,53.0,38.0,Tug,20.0,126.0,6.7
Under way using engine,13.3,210.3,208.0,Tanker,32.0,183.0,11.2
Under way using engine,8.7,339.1,339.0,Cargo,13.0,80.0,4.4
Under way using engine,10.9,141.3,141.0,Tanker,42.0,246.0,8.0
Under way using engine,19.0,340.3,340.0,Passenger,26.0,186.0,5.8
Under way using engine,9.7,342.6,346.0,Cargo,13.0,85.0,5.6
Under way using engine,20.1,216.6,218.0,Law enforcement,8.0,20.0,2.0
Under way using engine,11.3,276.3,277.0,Fishing,11.0,49.0,6.5
Under way using engine,13.3,209.7,208.0,Tanker,32.0,183.0,11.2
Under way using engine,16.7,337.3,337.0,Cargo,22.0,141.0,7.1
Under way using engine,17.8,326.9,326.0,Cargo,25.0,172.0,10.5
Under way using engine,14.4,325.8,184.0,Military,14.0,110.0,8.0
Under way using engine,13.1,160.0,163.0,Tanker,42.0,247.0,8.4
Under way using engine,17.8,326.9,326.0,Cargo,25.0,172.0,10.5
Under way using engine,11.2,59.3,58.0,Cargo,14.0,90.0,4.1
Under way using engine,20.1,217.0,218.0,Law enforcement,8.0,20.0,2.0
Under way using engine,16.5,137.6,138.0,Cargo,23.0,134.0,8.3
Under way sailing,12.3,318.1,316.0,Fishing,15.0,49.0,7.7
Under way using engine,10.9,141.5,141.0,Tanker,42.0,246.0,8.0
Under way using engine,8.0,149.0,145.0,Tanker,13.0,87.0,5.7
Under way using engine,12.6,3.6,5.0,Tanker,32.0,194.0,9.6
Under way using engine,8.5,340.1,337.0,Cargo,13.0,80.0,4.4
Under way using engine,10.1,132.4,129.0,Cargo,16.0,114.0,7.3
Under way using engine,13.3,341.1,341.0,Cargo,32.0,229.0,14.2
Under way using engine,11.9,165.1,167.0,Cargo,32.0,189.0,6.3
Under way using engine,8.0,147.0,144.0,Tanker,13.0,87.0,5.7
Under way using engine,10.8,131.3,130.0,Cargo,16.0,100.0,3.6
Constrained by her draught,12.5,339.9,338.0,Cargo,32.0,225.0,14.6
Under way using engine,7.2,337.6,336.0,Cargo,13.0,88.0,5.4
Under way using engine,11.9,106.5,106.0,Passenger,15.0,54.0,2.9
Under way using engine,16.9,337.8,337.0,Cargo,22.0,141.0,7.1
Under way using engine,12.3,138.6,136.0,Cargo,16.0,86.0,5.9
Under way using engine,15.8,315.6,315.0,Cargo,16.0,103.0,4.8
Under way using engine,9.8,181.6,183.0,Cargo,12.0,88.0,5.5
Under way using engine,10.1,48.4,50.0,Cargo,14.0,98.0,4.0
Under way using engine,12.2,345.7,347.0,Cargo,14.0,90.0,5.4
Under way using engine,14.5,325.9,184.0,Military,14.0,110.0,8.0
At anchor,13.0,296.0,295.0,Tanker,32.0,180.0,9.4
Under way using engine,9.4,183.0,187.0,Cargo,12.0,83.0,3.7
Under way using engine,13.9,10.0,11.0,SAR,4.0,16.0,1.5
Under way using engine,12.5,142.2,141.0,Cargo,32.0,200.0,7.4
Under way using engine,9.2,301.4,300.0,Tug,13.0,33.0,5.4
Under way using engine,11.0,161.3,162.0,Cargo,15.0,92.0,5.0
Engaged in fishing,2.5,77.0,76.0,Fishing,4.0,20.0,3.5
Under way using engine,9.6,29.4,28.0,Tug,9.0,28.0,3.2
Under way using engine,9.3,149.8,147.0,Cargo,12.0,82.0,3.2
Under way using engine,10.0,237.8,240.0,Passenger,8.0,30.0,3.0
Under way using engine,8.2,157.7,160.0,Tanker,32.0,183.0,6.5
Under way using engine,2.5,17.7,8.0,Fishing,4.0,18.0,3.0
Under way using engine,10.2,141.5,137.0,Cargo,16.0,114.0,7.3
Under way using engine,15.7,315.5,315.0,Cargo,16.0,103.0,4.8
Under way using engine,12.6,40.2,40.0,Tanker,27.0,184.0,10.8
Under way using engine,16.8,140.2,140.0,Cargo,23.0,134.0,8.3
Under way using engine,11.1,342.2,341.0,Cargo,32.0,189.0,11.3
Under way using engine,21.1,5.5,7.0,Law enforcement,6.0,26.0,1.5
Under way using engine,10.3,33.0,33.0,Cargo,13.0,88.0,3.6
Under way using engine,10.4,8.4,9.0,Cargo,15.0,101.0,6.2
Under way using engine,10.3,32.0,33.0,Cargo,13.0,88.0,3.6
Under way using engine,14.3,9.4,11.0,Cargo,21.0,142.0,6.6
Under way using engine,11.6,279.7,280.0,Fishing,11.0,49.0,6.5
Under way using engine,19.1,338.6,339.0,Passenger,26.0,186.0,5.8
Under way using engine,9.3,345.5,343.0,Cargo,13.0,85.0,5.6
Under way using engine,14.9,185.2,183.0,Cargo,20.0,139.0,5.6
Under way using engine,7.1,221.1,221.0,Tanker,32.0,183.0,7.1
Under way using engine,16.7,140.9,141.0,Cargo,23.0,134.0,8.3
Under way using engine,14.7,331.0,331.0,Cargo,23.0,147.0,7.7
Under way using engine,20.2,214.5,216.0,Law enforcement,8.0,20.0,2.0
Under way using engine,14.7,331.0,331.0,Cargo,23.0,147.0,7.7
Under way using engine,11.3,55.9,57.0,Cargo,14.0,90.0,4.1
Under way using engine,12.5,120.9,117.0,Cargo,32.0,200.0,7.4
Under way using engine,20.5,211.1,203.0,Law enforcement,8.0,20.0,2.0
Under way using engine,9.7,32.5,30.0,Tug,9.0,28.0,3.2
Under way using engine,4.2,40.7,170.0,Towing,5.0,13.0,2.0
Under way using engine,11.4,57.2,58.0,Cargo,14.0,90.0,4.1
Under way using engine,14.3,10.0,10.0,Cargo,21.0,142.0,6.6
Under way using engine,8.7,148.9,144.0,Cargo,32.0,180.0,8.7
Under way using engine,11.8,335.6,340.0,Cargo,16.0,116.0,6.3
Under way using engine,18.2,340.8,339.0,Cargo,22.0,141.0,7.1
Under way using engine,17.7,339.4,338.0,Cargo,25.0,172.0,10.5
Under way using engine,10.5,8.3,9.0,Cargo,15.0,101.0,6.2
Under way using engine,17.9,290.1,289.0,Pilot,5.0,15.0,1.5
Under way using engine,12.7,171.9,175.0,Tanker,17.0,100.0,6.1
Under way using engine,12.2,160.2,159.0,Cargo,32.0,190.0,7.3
Under way using engine,9.7,144.7,142.0,Cargo,12.0,82.0,3.2
Under way using engine,19.3,338.8,340.0,Passenger,26.0,186.0,5.8
Under way using engine,22.9,295.6,295.0,Pilot,5.0,15.0,1.5
Under way using engine,8.2,31.5,33.0,Cargo,14.0,98.0,4.0
Under way using engine,12.6,346.2,347.0,Cargo,14.0,90.0,5.4
Under way using engine,9.1,178.5,177.0,Cargo,16.0,99.0,7.2
Under way using engine,12.6,33.2,32.0,Tanker,27.0,184.0,10.8
Under way using engine,9.9,0.0,0.0,Cargo,12.0,89.0,4.4
Under way using engine,8.2,171.6,171.0,Cargo,15.0,114.0,6.4
Under way using engine,17.9,339.0,338.0,Cargo,25.0,172.0,10.5
Under way using engine,12.3,159.9,158.0,Cargo,32.0,190.0,7.3
Under way using engine,13.0,225.7,225.0,Tanker,32.0,183.0,11.2
Under way sailing,12.0,326.5,325.0,Fishing,15.0,49.0,7.7
Under way using engine,11.7,208.0,209.0,Cargo,32.0,190.0,12.3
Under way using engine,11.7,207.0,208.0,Cargo,32.0,190.0,12.3
Under way using engine,10.1,170.7,170.0,Cargo,16.0,100.0,3.6
Under way using engine,11.0,183.5,190.0,Cargo,22.0,141.0,6.1
Under way using engine,12.6,161.0,162.0,Tanker,42.0,247.0,8.4
Under way using engine,12.4,329.2,328.0,Cargo,14.0,110.0,5.9
Under way using engine,12.3,137.8,135.0,Cargo,16.0,86.0,5.9
Moored,9.3,3.0,0.0,Tug,20.0,126.0,6.7
Under way using engine,7.3,332.6,334.0,Cargo,13.0,88.0,5.4
Under way using engine,8.9,146.1,141.0,Cargo,32.0,180.0,8.7
Under way using engine,10.8,139.9,136.0,Tanker,42.0,246.0,7.0
Engaged in fishing,2.6,16.3,12.0,Fishing,4.0,14.0,2.5
Under way using engine,12.5,328.8,328.0,Cargo,14.0,110.0,5.9
Under way using engine,12.1,147.3,146.0,Cargo,16.0,86.0,5.9
Under way using engine,12.4,37.0,37.0,Tanker,32.0,194.0,9.6
Under way sailing,12.2,326.2,325.0,Fishing,15.0,49.0,7.7
Under way using engine,13.3,343.8,344.0,Cargo,32.0,229.0,14.2
Under way using engine,7.9,182.3,184.0,Tanker,13.0,55.0,3.8
Under way using engine,13.3,225.9,225.0,Tanker,32.0,183.0,11.2
Under way using engine,10.3,141.9,140.0,Cargo,16.0,114.0,7.3
Under way using engine,12.8,167.4,168.0,Cargo,32.0,189.0,6.3
Under way using engine,12.7,37.5,38.0,Tanker,32.0,194.0,9.6
Under way using engine,7.1,298.6,294.0,Law enforcement,8.0,20.0,1.4
Constrained by her draught,12.1,356.3,0.0,Cargo,32.0,225.0,14.6
Under way using engine,18.5,289.4,288.0,Pilot,5.0,15.0,1.5
Under way using engine,10.9,162.0,161.0,Cargo,15.0,92.0,5.0
Under way using engine,13.3,344.5,345.0,Cargo,32.0,229.0,14.2
Under way using engine,15.0,340.4,341.0,Cargo,16.0,103.0,4.8
Under way using engine,11.7,276.0,279.0,Fishing,11.0,49.0,6.5
Under way using engine,14.3,338.3,184.0,Military,14.0,110.0,8.0
Under way using engine,13.1,345.0,345.0,Cargo,14.0,90.0,5.4
Under way using engine,18.3,339.2,338.0,Cargo,22.0,141.0,7.1
Under way using engine,12.8,118.2,115.0,Cargo,32.0,200.0,7.4
Under way using engine,19.4,339.7,339.0,Passenger,26.0,186.0,5.8
Under way using engine,9.3,339.6,335.0,Cargo,13.0,85.0,5.6
Under way using engine,16.6,164.3,164.0,Cargo,23.0,134.0,8.3
Under way using engine,11.4,341.8,342.0,Cargo,16.0,116.0,6.3
Under way using engine,20.2,175.8,174.0,Law enforcement,8.0,20.0,2.0
Restricted maneuverability,5.3,13.8,19.0,Towing long/wide,8.0,24.0,2.8
Under way using engine,12.6,161.0,163.0,Tanker,42.0,247.0,8.4
Under way using engine,12.4,39.1,38.0,Tanker,27.0,184.0,10.8
Under way using engine,10.9,141.6,141.0,Tanker,42.0,246.0,7.0
Under way using engine,11.6,56.7,58.0,Cargo,14.0,90.0,4.1
Under way using engine,14.5,311.0,310.0,Cargo,23.0,147.0,7.7
Under way using engine,10.2,199.1,202.0,Cargo,12.0,88.0,5.5
Under way using engine,8.7,321.3,317.0,Cargo,13.0,80.0,4.4
Under way using engine,8.4,221.1,223.0,Tanker,32.0,183.0,7.1
Under way using engine,15.4,339.5,342.0,Cargo,16.0,103.0,4.8
Under way using engine,10.5,181.9,182.0,Cargo,12.0,83.0,3.7
Under way using engine,13.8,170.0,168.0,Cargo,20.0,139.0,5.6
Under way using engine,18.3,339.5,339.0,Cargo,22.0,141.0,7.1
Under way using engine,10.3,160.8,161.0,Cargo,15.0,92.0,5.0
Under way using engine,17.2,351.9,351.0,Cargo,25.0,172.0,10.5
Under way using engine,8.4,135.7,138.0,Cargo,15.0,114.0,6.4
Under way using engine,20.2,174.6,175.0,Law enforcement,8.0,20.0,2.0
Under way using engine,9.7,142.7,141.0,Cargo,12.0,82.0,3.2
Under way using engine,15.9,328.6,327.0,Cargo,25.0,148.0,7.5
Under way using engine,13.0,168.5,167.0,Cargo,32.0,189.0,6.3
Under way using engine,11.9,336.7,337.0,Cargo,32.0,189.0,11.3
Under way using engine,16.2,328.6,326.0,Cargo,25.0,148.0,7.5
Under way using engine,13.7,224.8,225.0,Tanker,32.0,183.0,11.2
Under way using engine,10.3,0.2,357.0,Cargo,21.0,142.0,6.6
Under way using engine,12.1,337.2,338.0,Cargo,32.0,189.0,11.3
Under way using engine,9.8,345.3,345.0,Tug,9.0,28.0,3.2
Under way using engine,10.1,209.5,214.0,Cargo,12.0,88.0,5.5
Under way using engine,8.3,159.4,162.0,Tanker,32.0,183.0,6.5
Under way using engine,8.5,318.2,315.0,Cargo,13.0,80.0,4.4
Under way using engine,14.5,323.0,333.0,Cargo,23.0,147.0,7.7
Under way using engine,11.4,164.4,164.0,Passenger,8.0,34.0,2.8
Under way using engine,16.4,163.1,161.0,Cargo,23.0,134.0,8.3
Under way using engine,11.6,278.5,279.0,Fishing,11.0,49.0,6.5
Under way using engine,12.4,165.8,168.0,Tanker,17.0,100.0,6.1
Under way using engine,10.1,155.8,156.0,Cargo,16.0,114.0,7.3
Under way using engine,19.1,339.6,339.0,Passenger,26.0,186.0,5.8
Under way using engine,12.9,160.8,158.0,Cargo,32.0,190.0,7.3
Under way using engine,11.4,344.0,340.0,Cargo,16.0,116.0,6.3
Under way using engine,13.2,139.7,139.0,Cargo,32.0,200.0,7.4
Under way using engine,10.8,232.0,234.0,Tanker,13.0,87.0,5.7
Under way using engine,12.1,167.3,169.0,Tanker,17.0,100.0,6.1
Under way using engine,8.6,221.8,223.0,Tanker,32.0,183.0,7.1
Under way using engine,13.6,190.8,191.0,Cargo,22.0,141.0,6.1
Under way using engine,20.3,179.8,180.0,Law enforcement,8.0,20.0,2.0
Under way using engine,8.3,160.5,162.0,Tanker,32.0,183.0,6.5
Under way using engine,12.7,39.5,40.0,Tanker,32.0,194.0,9.6
Under way using engine,19.1,337.7,336.0,Passenger,26.0,186.0,5.8
Under way using engine,10.2,357.1,355.0,Cargo,15.0,101.0,6.2
Under way using engine,13.1,139.2,138.0,Cargo,32.0,200.0,7.4
Under way sailing,12.1,321.7,322.0,Fishing,15.0,49.0,7.7
Under way using engine,12.4,161.0,162.0,Tanker,42.0,247.0,8.4
Under way using engine,13.0,336.7,336.0,Cargo,32.0,229.0,14.2
Under way using engine,14.6,339.9,341.0,Cargo,16.0,103.0,4.8
Under way using engine,10.2,141.8,141.0,Tanker,42.0,246.0,7.0
Under way using engine,11.6,176.2,175.0,Cargo,16.0,100.0,3.6
Under way using engine,7.3,333.0,335.0,Cargo,13.0,88.0,5.4
Under way using engine,15.8,165.2,165.0,Cargo,23.0,134.0,8.3
Under way using engine,12.9,329.1,329.0,Cargo,14.0,110.0,5.9
Under way using engine,11.8,209.0,211.0,Cargo,32.0,190.0,12.3
Under way using engine,12.4,163.5,165.0,Cargo,32.0,189.0,6.3
Under way using engine,14.2,6.8,184.0,Military,14.0,110.0,8.0
Under way using engine,11.9,209.0,210.0,Cargo,32.0,190.0,12.3
Under way using engine,13.0,328.5,329.0,Cargo,14.0,110.0,5.9
Under way using engine,14.1,313.0,315.0,Cargo,23.0,147.0,7.7
Under way using engine,12.1,172.1,170.0,Cargo,16.0,86.0,5.9
Constrained by her draught,12.4,5.4,3.0,Cargo,32.0,225.0,14.6
Under way using engine,10.9,19.5,18.0,Tanker,27.0,184.0,10.8
Under way using engine,13.4,344.0,347.0,Cargo,14.0,90.0,5.4
Under way sailing,12.0,323.7,323.0,Fishing,15.0,49.0,7.7
Under way using engine,9.3,183.0,182.0,Cargo,16.0,99.0,7.2
Under way using engine,9.8,7.4,10.0,Cargo,14.0,98.0,4.0
Under way using engine,18.6,339.0,339.0,Cargo,22.0,141.0,7.1
Under way using engine,9.4,339.1,341.0,Cargo,12.0,89.0,4.4
Under way using engine,11.4,132.0,129.0,Military,20.0,139.0,6.3
Under way using engine,11.5,149.0,146.0,Tanker,17.0,119.0,5.3
Under way using engine,17.0,6.1,5.0,Cargo,25.0,172.0,10.5
Under way using engine,13.3,203.3,205.0,Tanker,32.0,183.0,11.2
Under way using engine,18.6,339.6,339.0,Cargo,22.0,141.0,7.1
Under way using engine,9.7,180.9,180.0,Cargo,12.0,82.0,3.2
Moored,6.9,41.7,40.0,Cargo,16.0,105.0,3.5
Under way using engine,9.9,345.2,344.0,Tug,9.0,28.0,3.2
Under way using engine,16.1,315.9,314.0,Cargo,25.0,148.0,7.4
Under way using engine,12.8,37.5,38.0,Tanker,32.0,194.0,9.6
Under way using engine,11.6,279.3,279.0,Fishing,11.0,49.0,6.5
Under way using engine,8.3,340.3,339.0,Military,8.0,37.0,3.1
Under way using engine,13.8,180.0,189.0,Cargo,20.0,139.0,5.6
Under way using engine,10.5,234.0,235.0,Tanker,13.0,87.0,5.7
Under way using engine,13.2,161.6,158.0,Cargo,32.0,190.0,7.3
Under way using engine,10.5,157.8,156.0,Cargo,16.0,114.0,7.3
Under way using engine,13.0,329.0,328.0,Cargo,32.0,229.0,14.2
Moored,8.0,122.1,123.0,Cargo,16.0,105.0,3.5
Under way using engine,7.8,183.8,184.0,Tanker,13.0,55.0,3.8
Under way using engine,10.4,170.0,170.0,Cargo,12.0,83.0,3.7
Under way using engine,11.4,163.3,161.0,Cargo,16.0,100.0,3.6
Engaged in fishing,2.6,28.4,20.0,Fishing,4.0,14.0,2.5
Under way using engine,19.3,336.9,336.0,Passenger,26.0,186.0,5.8
Under way using engine,12.9,340.2,338.0,Cargo,32.0,189.0,11.3
Under way using engine,11.7,149.0,146.0,Tanker,17.0,119.0,5.3
Under way using engine,12.8,138.5,137.0,Cargo,32.0,200.0,7.4
Under way using engine,9.7,146.0,146.0,Cargo,11.0,72.0,2.8
Under way using engine,13.4,219.2,220.0,Tanker,32.0,183.0,11.2
Under way using engine,8.3,136.7,138.0,Cargo,15.0,114.0,6.4
Under way using engine,11.6,148.0,146.0,Tanker,17.0,119.0,5.3
Under way using engine,8.8,344.0,342.0,Cargo,13.0,85.0,5.6
Under way using engine,13.2,345.8,347.0,Cargo,14.0,90.0,5.4
Under way using engine,11.9,19.6,21.0,Tanker,27.0,184.0,10.8
Under way using engine,8.8,344.1,342.0,Cargo,13.0,85.0,5.6
